154.16.27.0/24,US,US-GA,Atlanta
154.16.28.0/24,US,US-CA,Los Angeles
2a13:c007:8040::/44,US,US-GA,Atlanta
 2a10:cc40:1f0::/44 ,US,US-CA,Los Angeles
